typedag,dienstnummer et,type,duur,start,einde,loop,intern loopnummer,lijn,var,rit,voertuig,vertrek,vertrek plaatscode,aankomst,aankomst plaatscode,afstand,AT,VT,dienstnummer
"21/0","VHO+2103","STA","00u32","11u16","11u48",,,,,,,,,,,,"06u16","01u00","2103"
"21/0","VHO+2103","RIT","00u40","11u48","12u28","4501","4501U0508","50","01a","441","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"06u16","01u00","2103"
"21/0","VHO+2103","STA","00u02","12u28","12u30",,,,,,,,,,,,"06u16","01u00","2103"
"21/0","VHO+2103","RIT","00u54","12u30","13u24","4501","4501U0508","50","03","443","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"06u16","01u00","2103"
"21/0","VHO+2103","LED","00u30","13u24","13u54","4501","4501U0508",,,,"standaard","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"06u16","01u00","2103"
"21/0","VHO+2103","ANA","00u10","13u54","14u04",,,,,,,,,,,,"06u16","01u00","2103"
"21/0","VHO+2102","AVO","00u05","05u01","05u06",,,,,,,,,,,,"05u18","01u07","2102"
"21/0","VHO+2102","LED","00u05","05u06","05u11","4600","4600U0506",,,,"geleed","Garage Van Hoorebeke","VHO276","Maldegem Markt","MDGmk2",3.502,"05u18","01u07","2102"
"21/0","VHO+2102","RIT","00u58","05u11","06u09","4600","4600U0506","50","06","20","geleed","Maldegem Markt","MDGmk2","Gent Sint-Pietersstation","GNTs2a",34.108,"05u18","01u07","2102"
"21/0","VHO+2102","STA","00u11","06u09","06u20",,,,,,,,,,,,"05u18","01u07","2102"
"21/0","VHO+2102","RIT","00u36","06u20","06u56","4600","4600U0506","50","01a","61","geleed","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"05u18","01u07","2102"
"21/0","VHO+2102","STA","00u02","06u56","06u58",,,,,,,,,,,,"05u18","01u07","2102"
"21/0","VHO+2102","RIT","00u59","06u58","07u57","4600","4600U0506","50","03","63","geleed","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"05u18","01u07","2102"
"21/0","VHO+2102","LED","00u30","07u57","08u27","4600","4600U0506",,,,"geleed","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"05u18","01u07","2102"
"21/0","VHO+2102","ONE","07u24","08u27","15u51",,,,,,,,,,,,"05u18","01u07","2102"
"21/0","VHO+2102","ATU","00u15","15u51","16u06",,,,,,,,,,,,"05u18","01u07","2102"
"21/0","VHO+2102","LED","00u30","16u06","16u36","4615","4615U1606",,,,"geleed","Garage Van Hoorebeke","VHO276","Brugge Station","BGGstn",17,"05u18","01u07","2102"
"21/0","VHO+2102","RIT","01u02","16u36","17u38","4615","4615U1606","50","02","790","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"05u18","01u07","2102"
"21/0","VHO+2102","STA","00u02","17u38","17u40",,,,,,,,,,,,"05u18","01u07","2102"
"21/0","VHO+2102","RIT","00u43","17u40","18u23","4615","4615U1606","50","04b","792","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"05u18","01u07","2102"
"21/0","VHO+2102","STA","00u31","18u23","18u54",,,,,,,,,,,,"05u18","01u07","2102"
"21/0","VHO+2102","RIT","01u00","18u54","19u54","4615","4615U1606","50","07","961","geleed","Gent Sint Pietersstation","GNTs1a","Maldegem Markt","MDGmkt",33.707,"05u18","01u07","2102"
"21/0","VHO+2102","LED","00u02","19u54","19u56","4615","4615U1606",,,,"geleed","Maldegem Markt","MDGmkt","Garage Van Hoorebeke","VHO276",0.414,"05u18","01u07","2102"
"21/0","VHO+2102","ANA","00u10","19u56","20u06",,,,,,,,,,,,"05u18","01u07","2102"
"21/0","VHO+2101","AVO","00u05","04u31","04u36",,,,,,,,,,,,"04u42","01u51","2101"
"21/0","VHO+2101","LED","00u05","04u36","04u41","4500","4500U0436",,,,"standaard","Garage Van Hoorebeke","VHO276","Maldegem Markt","MDGmk2",3.502,"04u42","01u51","2101"
"21/0","VHO+2101","RIT","00u58","04u41","05u39","4500","4500U0436","50","06","10","standaard","Maldegem Markt","MDGmk2","Gent Sint-Pietersstation","GNTs2a",34.108,"04u42","01u51","2101"
"21/0","VHO+2101","STA","00u14","05u39","05u53",,,,,,,,,,,,"04u42","01u51","2101"
"21/0","VHO+2101","RIT","00u35","05u53","06u28","4500","4500U0436","50","01a","41","standaard","Gent Sint Pietersstation","GNTs1a","Eeklo Station","EEKstn",22.447,"04u42","01u51","2101"
"21/0","VHO+2101","STA","00u02","06u28","06u30",,,,,,,,,,,,"04u42","01u51","2101"
"21/0","VHO+2101","RIT","00u52","06u30","07u22","4500","4500U0436","50","03","43","standaard","Eeklo Station","EEKstn","Brugge Station","BGGstn",28.597,"04u42","01u51","2101"
"21/0","VHO+2101","LED","00u30","07u22","07u52","4500","4500U0436",,,,"standaard","Brugge Station","BGGstn","Garage Van Hoorebeke","VHO276",17,"04u42","01u51","2101"
"21/0","VHO+2101","ONE","05u32","07u52","13u24",,,,,,,,,,,,"04u42","01u51","2101"
"21/0","VHO+2101","ATU","00u15","13u24","13u39",,,,,,,,,,,,"04u42","01u51","2101"
"21/0","VHO+2101","LED","00u30","13u39","14u09","4611","4611U1339",,,,"geleed","Garage Van Hoorebeke","VHO276","Brugge Station","BGGstn",17,"04u42","01u51","2101"
"21/0","VHO+2101","RIT","00u53","14u09","15u02","4611","4611U1339","50","02","610","geleed","Brugge Station","BGGstn","Eeklo Station","EEKstn",28.902,"04u42","01u51","2101"
"21/0","VHO+2101","STA","00u02","15u02","15u04",,,,,,,,,,,,"04u42","01u51","2101"
"21/0","VHO+2101","RIT","00u40","15u04","15u44","4611","4611U1339","50","04b","612","geleed","Eeklo Station","EEKstn","Gent Sint-Pietersstation","GNTs2a",22.451,"04u42","01u51","2101"
"21/0","VHO+2101","LED","00u21","15u44","16u05","4611","4611U1339",,,,"geleed","Gent Sint-Pietersstation","GNTs2a","Deinze Station","DEIstn",15.744,"04u42","01u51","2101"
"21/0","VHO+2101","STA","00u15","16u05","16u20",,,,,,,,,,,,"04u42","01u51","2101"
"21/0","VHO+2101","RIT","00u44","16u20","17u04","4611","4611U1339","858","01","31","geleed","Deinze Station","DEIstn","Bellem Moerstraat","BLMmst",23.662,"04u42","01u51","2101"
"21/0","VHO+2101","LED","00u25","17u04","17u29","4611","4611U1339",,,,"geleed","Bellem Moerstraat","BLMmst","Garage Van Hoorebeke","VHO276",17.12,"04u42","01u51","2101"
"21/0","VHO+2101","ANA","00u10","17u29","17u39",,,,,,,,,,,,"04u42","01u51","2101"
"21/0",,"STA","00u21","16u34","16u55",,,,,,,,,,,,"05u41","01u07","7216"
"21/0",,"RIT","00u35","16u55","17u30","4614","4614U1556","50","02a","810","geleed","Brugge Station",,"Maldegem Station",,17.863,"05u41","01u07","7216"
"21/0",,"LED","00u25","17u30","17u55","4614","4614U1556",,,,"geleed","Maldegem Station",,"Brugge Station",,18.245,"05u41","01u07","7216"
"21/0",,"STA","00u46","17u55","18u41",,,,,,,,,,,,"05u41","01u07","7216"
"21/0",,"RIT","00u51","18u41","19u32","4614","4614U1556","50","02","960","geleed","Brugge Station",,"Eeklo Station",,28.902,"05u41","01u07","7216"
"21/0",,"STA","00u02","19u32","19u34",,,,,,,,,,,,"05u41","01u07","7216"
"21/0",,"RIT","00u36","19u34","20u10","4614","4614U1556","50","04b","962","geleed","Eeklo Station",,"Gent Sint-Pietersstation",,22.451,"05u41","01u07","7216"
"21/0",,"STA","01u13","20u10","21u23",,,,,,,,,,,,"05u41","01u07","7216"
"21/0",,"RIT","00u35","21u23","21u58","4614","4614U1556","50","01a","1041","geleed","Gent Sint Pietersstation",,"Eeklo Station",,22.447,"05u41","01u07","7216"
"21/0",,"STA","00u02","21u58","22u00",,,,,,,,,,,,"05u41","01u07","7216"
"21/0",,"RIT","00u46","22u00","22u46","4614","4614U1556","50","03","1043","geleed","Eeklo Station",,"Brugge Station",,28.597,"05u41","01u07","7216"
"21/0",,"STA","00u06","22u46","22u52",,,,,,,,,,,,"05u41","01u07","7216"
"21/0",,"RIT","00u45","22u52","23u37","4614","4614U1556","50","02","1060","geleed","Brugge Station",,"Eeklo Station",,28.902,"05u41","01u07","7216"
"21/0",,"LED","00u37","23u37","24u14","4614","4614U1556",,,,"geleed","Eeklo Station",,"Gent Sint Pietersstation",,20.518,"05u41","01u07","7216"
"21/0",,"STA","00u06","24u14","24u20",,,,,,,,,,,,"05u41","01u07","7216"
"21/0",,"RIT","00u58","24u20","25u18","4614","4614U1556","50","07","1111","geleed","Gent Sint Pietersstation",,"Maldegem Markt",,33.707,"05u41","01u07","7216"
"21/0",,"LED","00u02","25u18","25u20","4614","4614U1556",,,,"geleed","Maldegem Markt",,"Garage Van Hoorebeke",,0.414,"05u41","01u07","7216"
"21/0",,"ANA","00u10","25u20","25u30",,,,,,,,,,,,"05u41","01u07","7216"
"21/0",,"LED","00u05","14u55","15u00","Diesel",,,,,,"Garage Van Hoorebeke",,"Maldegem Markt",,,,,"7216"
"21/0",,"RIT","00u10","15u00","15u10",,,,,,,"Maldegem Markt",,"schstro",,,,,"7216"
"21/0",,"RIT","00u15","15u10","15u25",,,,,,,"schstro",,"schvos",,,,,"7216"
"21/0",,"LED","00u10","15u25","15u35",,,,,,,"schvos",,"Garage Van Hoorebeke",,,,,"7216"
"21/0",,"STA","00u21","15u35","15u56",,,,,,,,,,,,,,"7216"
"21/0",,"ANW","00u24","08u01","08u25",,,,,,,,,,,,"04u09","01u44","2110"
"21/0",,"ANW","00u36","08u15","08u51",,,,,,,,,,,,"04u00","01u55","2113"
"21/0",,"ANW","00u30","08u22","08u52",,,,,,,,,,,,"01u56","01u06","2114"
"21/0",,"ANW","06u24","08u34","08u38",,,,,,,,,,,,"04u29","02u16","2115"
"22/0",,"ANW","00u30","08u22","08u52",,,,,,,,,,,,"02u15","01u33","2214"
"23/0",,"ANW","00u24","08u01","08u25",,,,,,,,,,,,"05u43","01u55","2311"
